gameid,url,price,currency,enabled,show_from
215311,https://jandjgamingfactory.com/products/wolfgang-kramers-downforce-the-game-of-high-stakes-speed?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.36,USD,0,1
307561,https://jandjgamingfactory.com/products/steam-up-a-feast-of-dim-sum?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,37.99,USD,0,1
274637,https://jandjgamingfactory.com/products/unmatched-battle-of-legends-volume-one?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.36,USD,1,1
282524,https://jandjgamingfactory.com/products/horrified?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,33.24,USD,0,1
343562,https://jandjgamingfactory.com/products/horrified-american-monsters-home-of-the-grave?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,33.24,USD,0,1
218603,https://jandjgamingfactory.com/products/photosynthesis?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,1,1
314036,https://jandjgamingfactory.com/products/photosynthesis-under-the-moonlight?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,15.19,USD,0,1
386198,https://jandjgamingfactory.com/products/queen-by-midnight?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,53.19,USD,1,1
342070,https://jandjgamingfactory.com/products/thunder-road-vendetta?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,45.6,USD,0,1
373106,https://jandjgamingfactory.com/products/sky-team?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,22.79,USD,0,1
390151,https://jandjgamingfactory.com/products/anarchy-pancakes?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,10.63,USD,0,1
124708,https://jandjgamingfactory.com/products/mice-mystics?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,60.79,USD,1,1
364073,https://jandjgamingfactory.com/products/splendor-duel?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,23.74,USD,0,1
200680,https://jandjgamingfactory.com/products/agricola?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,49.39,USD,1,1
256226,https://jandjgamingfactory.com/products/azul-stained-glass?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,1,1
363247,https://jandjgamingfactory.com/products/azul-chocolate?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.19,USD,1,1
260180,https://jandjgamingfactory.com/products/project-l?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,26.59,USD,1,1
287954,https://jandjgamingfactory.com/products/azul-summer-pavilion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.19,USD,1,1
244734,https://jandjgamingfactory.com/products/escape-the-dark-castle-cult-of-the-death-knight?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,15.19,USD,1,1
148228,https://jandjgamingfactory.com/products/splendor?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,1,1
155821,https://jandjgamingfactory.com/products/christian-martinez-inis-in-the-heart-of-celtic-legends?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,53.19,USD,0,1
361457,https://jandjgamingfactory.com/products/stranger-things-attack-of-the-mind-flayer?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,17.09,USD,1,1
317457,https://jandjgamingfactory.com/products/dinosaur-world?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,45.56,USD,1,1
387201,https://jandjgamingfactory.com/products/emerge?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,37.95,USD,1,1
316624,https://jandjgamingfactory.com/products/stationfall?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,75.99,USD,1,1
291845,https://jandjgamingfactory.com/products/25c-22000-three-sisters?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,22.79,USD,0,1
167355,https://jandjgamingfactory.com/products/nemesis?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,113.99,USD,1,1
307772,https://jandjgamingfactory.com/products/sjg-131349-gelatinous?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,12.88,USD,0,1
355829,https://jandjgamingfactory.com/products/gir-11000-way-too-many-cats?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,1,1
342031,https://jandjgamingfactory.com/products/dwd-01008-dune-imperium-rise-of-ix-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.4,USD,0,1
287670,https://jandjgamingfactory.com/products/rvm-025-sleeping-gods-dungeons-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,11.39,USD,1,1
228504,https://jandjgamingfactory.com/products/aeg-5885-cat-lady?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,18.99,USD,1,1
367466,https://jandjgamingfactory.com/products/dwd-01012-dune-imperium-immortality-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,22.8,USD,1,1
298070,https://jandjgamingfactory.com/products/aeg-7078-cat-lady-box-of-treats-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,15.19,USD,1,1
358320,https://jandjgamingfactory.com/products/rvm-030-sleeping-gods-distant-skies-stand-alone-sequel?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,75.99,USD,1,1
362205,https://jandjgamingfactory.com/products/rvm-029-sleeping-gods-primeval-peril-stand-alone-campaign?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,1,1
302477,https://jandjgamingfactory.com/products/acg-027-kittin?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,11.39,USD,0,1
95103,https://jandjgamingfactory.com/products/ffp-0501-r-fortune-and-glory-the-cliffhanger-game?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,69.05,USD,1,1
372831,https://jandjgamingfactory.com/products/potions-of-azerland-preorder?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,37.99,USD,0,1
299252,https://jandjgamingfactory.com/products/here-to-slay?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,15.2,USD,1,1
315727,https://jandjgamingfactory.com/products/last-light?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,60.79,USD,1,1
381132,https://jandjgamingfactory.com/products/last-light-infinity-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,45.59,USD,1,1
232918,https://jandjgamingfactory.com/products/fallout-the-board-game?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,53.19,USD,1,1
410201,https://jandjgamingfactory.com/products/wyrmspan?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,49.37,USD,0,1
393672,https://jandjgamingfactory.com/products/gloomhaven-buttons-bugs?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,16.14,USD,0,1
360366,https://jandjgamingfactory.com/products/tainted-grail-kings-of-ruin-core?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,113.99,USD,1,1
410291,https://jandjgamingfactory.com/products/heat-heavy-rain-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,26.59,USD,0,1
341027,https://jandjgamingfactory.com/products/rac-hobbrd-bgre-heroes-of-barcadia-board-game?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,45.6,USD,0,1
341030,https://jandjgamingfactory.com/products/rac-hobbrd-ppre-heroes-of-barcadia-party-pack-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,19,USD,0,1
295609,https://jandjgamingfactory.com/products/drp-ftq-box-for-the-queen?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,18.99,USD,0,1
387514,https://jandjgamingfactory.com/products/twk-4100-stonespine-architects?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.16,USD,1,1
407063,https://jandjgamingfactory.com/products/csg-jf201-juicy-fruits-mystic-island-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,15.16,USD,1,1
392023,https://jandjgamingfactory.com/products/rvn-27538-mycelia?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,1,1
391497,https://jandjgamingfactory.com/products/csg-tc01-tangram-city?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,22.76,USD,1,1
350637,https://jandjgamingfactory.com/products/dao-44100-regroup-chicken-army?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,9.12,USD,0,1
302643,https://jandjgamingfactory.com/products/fallout-atomic-bonds-cooperative-upgrade-pack?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,12.91,USD,1,1
190915,https://jandjgamingfactory.com/products/betabotz?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,14.44,USD,1,1
379078,https://jandjgamingfactory.com/products/expeditions?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,52.44,USD,1,1
421689,https://jandjgamingfactory.com/products/expeditions-gears-of-corruption?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,22.8,USD,1,1
279537,https://jandjgamingfactory.com/products/the-search-for-planet-x?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.2,USD,0,1
223740,https://jandjgamingfactory.com/products/bargain-quest?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.2,USD,1,1
